"age","body_type","diet","drinks","drugs","education","ethnicity","height","income","job","last_online","location","offspring","orientation","pets","religion","sex","sign","smokes","speaks","status","essay0"
43,"fit","anything","socially","never","graduated from ph.d program",NA,63,NA,"education / academia",2012-06-30 12:37:00,"berkeley, california","doesn't have kids","straight","likes dogs","other and very serious about it","f","taurus and it's fun to think about","no","english (fluently), italian (fluently), french (poorly), spanish (poorly)","single","i am looking for a man who is reliable, attractive, and funny. a wild side is a plus. as i am very committed to my meditation practice, we p"
23,"curvy",NA,"socially","sometimes","graduated from college/university","white",61,NA,"entertainment / media",2012-06-30 00:44:00,"oakland, california",NA,"bisexual",NA,"other but not too serious about it","f","virgo and it's fun to think about","when drinking","english (fluently), french (poorly)","available"," ""no, i'm not gay  no, i'm not straight,  and i'm sure as hell not bisexual, dammit,  i am whatever i am when i am it.  loving whoever you a"
44,"athletic",NA,"socially","never","graduated from masters program","white",72,NA,"entertainment / media",2012-06-07 08:04:00,"san francisco, california",NA,"straight","likes dogs and likes cats","other","m","aquarius but it doesn't matter","no","english","single","mission district bar owner with a love of music, sports, and people with a great sense of humor. i enjoy those who don't take themselves too"
27,"average","anything","socially",NA,"working on masters program","white",65,NA,"construction / craftsmanship",2012-06-30 10:33:00,"san francisco, california",NA,"straight",NA,NA,"f","capricorn","no","english (fluently), romanian (fluently), french (okay), italian (okay)","single","romanian born and raised/ big city/ country side. tore off a rabbit's tale at 11, and toured the country [ro] at 15 as a back up dancer. i w"
24,"average","anything","socially",NA,"graduated from college/university","white",63,NA,"entertainment / media",2012-06-29 11:18:00,"san francisco, california",NA,"straight",NA,NA,"f",NA,"no","english","single","bay area native, living in sf, collecting hobbies, exploring the city...  backpacking/hiking/getting out of the city on the weekends... i'm "
37,"athletic",NA,"socially","never","graduated from college/university","asian",68,NA,"executive / management",2012-06-15 08:03:00,"san francisco, california",NA,"straight","dislikes cats","atheism","m",NA,"no","english (fluently), chinese (fluently), c++ (poorly), french (poorly)","single","foodie, serial entrepreneur, martial artist, occasional furniture designer.    i used to have short hair and look a lot more like the standa"
40,NA,NA,"socially","never","graduated from masters program","white",67,NA,"education / academia",2011-12-31 10:53:00,"oakland, california",NA,"straight",NA,"christianity","f","libra and it's fun to think about","no","english","single","i like coffee houses, laughing, rock concerts. i'm active - including dancing, fitness classes, tai-chi, middle eastern drumming. i'm outgoi"
30,"overweight",NA,"socially",NA,"graduated from college/university","white",71,NA,"executive / management",2012-06-22 16:00:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs and likes cats","atheism and laughing about it","f","aries and it's fun to think about","no","english (fluently), spanish (poorly)","single","i'm somewhat new to san francisco (moved here from sacramento) so i'm still getting to know the city and figuring out my favorite spots. i h"
36,"athletic",NA,"socially","never","graduated from college/university","other",62,40000,"computer / hardware / software",2012-06-29 23:51:00,"oakland, california",NA,"gay",NA,"other and laughing about it","f","gemini but it doesn't matter","no","english (fluently)","single","""don't look down on someone unless you're there to help them up.""  i go out on a limb for my friends and family. if you're having a bad day "
29,NA,NA,NA,NA,"graduated from college/university","white",74,NA,"science / tech / engineering",2011-10-27 01:12:00,"san rafael, california",NA,"straight",NA,"catholicism","m","scorpio",NA,"english","single","i just moved to the north bay after living in la and the oc for 3 years. i went to college in west virginia and grew up on the east coast. i"
28,"athletic","anything","often","sometimes","working on college/university","white",69,NA,"medicine / health",2012-06-30 21:43:00,"san francisco, california","doesn't have kids","straight","likes dogs and has cats","atheism","m","aquarius","yes","english, french, spanish","single","i'd rather talk it out..  i don't know, i like to have fun and be outside.  music is huge, so is food/cooking.  oh yeah, and traveling."
24,"a little extra","anything","socially","never","graduated from college/university","white",76,NA,"student",2012-06-27 01:36:00,"san mateo, california",NA,"straight","has dogs",NA,"m","scorpio but it doesn't matter","no","english","single","i am a down to earth open minded guy. i like to be out doors and i love playing sports. i played football and basketball in high school and "
28,"curvy","mostly anything","socially","never","graduated from college/university","native american, hispanic / latin",66,30000,"other",2012-06-28 21:17:00,"san francisco, california","doesn't have kids, but wants them","straight","likes dogs and has cats","other and somewhat serious about it","f","virgo and it's fun to think about","no","english (fluently), spanish (poorly)","single","i am 28 year old woman who has been living in the city for 11 years off and on, mostly on. i am in love with random humor. i couldn't live w"
41,"curvy","mostly vegetarian","not at all","never","graduated from masters program","asian, white, other",62,NA,"other",2012-06-27 22:05:00,"san francisco, california",NA,"straight","likes dogs and has cats","other and laughing about it","f","leo","no","english, spanish (poorly)","single","i am a lipstick femme with a sense of adventure. i love my friends, my family and i am very loyal with the people i love. i am a very social"
27,"athletic","mostly anything","often","sometimes","graduated from college/university","asian",67,NA,"sales / marketing / biz dev",2012-06-27 21:17:00,"san francisco, california",NA,"straight",NA,"buddhism but not too serious about it","m","aries but it doesn't matter","when drinking","english (fluently), japanese (okay), french (poorly)","single","i like to; read, talk, hike, stare at the ocean, and make music(singing and playing guitar). i dislike feeling alone, rude and impatient peo"
21,"curvy",NA,"socially","never","working on college/university","white",65,NA,"student",2012-06-28 21:04:00,"san francisco, california",NA,"bisexual",NA,"atheism but not too serious about it","f",NA,"no","english","single","i'm a college student spending my summer in san francisco for an internship. some words the describe me: queer, shy, political, fat, feminis"
26,"average","mostly anything","socially",NA,NA,"hispanic / latin, white",71,NA,NA,2012-07-01 00:43:00,"vallejo, california","doesn't have kids","straight","has dogs and likes cats",NA,"m","libra and it's fun to think about","when drinking","english","single","well my name is kris,not jack. i am irish and mexican.26,currently working in s.f. but i live in valejo. the commute is terrible.i love tats"
31,"average",NA,"socially","sometimes","graduated from law school","white",69,50000,"law / legal services",2012-06-26 10:34:00,"san francisco, california",NA,"straight",NA,NA,"m","sagittarius but it doesn't matter","when drinking","english (fluently), spanish (poorly)","single","i'm an attorney trying to do some good in the world, spending my free time enjoying living in san francisco since 2008. i love going on eati"
30,NA,"mostly vegan","socially",NA,NA,"hispanic / latin",64,NA,"science / tech / engineering",2012-06-26 21:00:00,"san francisco, california",NA,"gay",NA,NA,"f","cancer and it's fun to think about","trying to quit","english (fluently), spanish (fluently), italian (poorly)","single","trying to figure out what i'm doing and enjoying the process."
